Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Green,True,-0.05930064,-0.1000065,0.9932181,-0.00558477,-0.01596085,0.999857,2.529922,2.529922,1,1,2.263128,0.02293587
0,Green,False,-0.05949163,-0.100169,0.9931903,-0.004898126,-0.01608294,0.9998587,2.538666,2.538666,1,1,2.285069,0.02194095
0,Yellow,False,-0.0630132,-0.09211867,0.9937522,-0.002975466,-0.0285187,0.9995888,2.655243,2.655243,1,1,2.80779,0.5227208
0,Yellow,False,-0.0629224,-0.09209618,0.99376,-0.002975466,-0.0285187,0.9995888,2.656662,2.656662,1,1,2.80779,0
0,Yellow,False,-0.06286042,-0.09260678,0.9937165,-0.004119906,-0.02812217,0.999596,2.656403,2.656403,1,1,2.856145,0.04835534
0,Yellow,False,-0.06266741,-0.09259848,0.9937295,-0.002960219,-0.02891554,0.9995775,2.690857,2.690857,1,1,2.870899,0.01475358
0,Yellow,False,-0.06245524,-0.09220144,0.9937798,-0.003128087,-0.02867159,0.999584,2.708008,2.708008,1,1,2.885977,0.01507831
0,Yellow,False,-0.06207341,-0.09160487,0.9938589,-0.004348813,-0.02844276,0.999586,2.708206,2.708206,1,1,2.907874,0.0218966
0,Yellow,False,-0.06196525,-0.09122411,0.9939007,-0.004928611,-0.02865613,0.9995772,2.711868,2.711868,1,1,2.928793,0.02091932
0,Yellow,False,-0.0616971,-0.09113996,0.993925,-0.004653967,-0.02857994,0.9995807,2.716522,2.716522,1,1,2.954856,0.0260632
0,Yellow,False,-0.06150083,-0.09092498,0.9939569,-0.00471501,-0.029053,0.9995667,2.72319,2.72319,1,1,2.973647,0.0187912
0,Yellow,False,-0.06139925,-0.09049697,0.9940023,-0.005126984,-0.02691667,0.9996246,2.736923,2.736923,1,1,2.995696,0.02204871
0,Yellow,False,-0.06125933,-0.09044605,0.9940155,-0.00296023,-0.02479574,0.9996881,2.740356,2.740356,1,1,3.01874,0.02304411
0,Yellow,False,-0.06130077,-0.09049905,0.9940081,-0.002487199,-0.02781696,0.9996099,2.740936,2.740936,1,1,3.039541,0.02080083
0,Yellow,False,-0.06125354,-0.0904449,0.9940159,-0.002426177,-0.02816807,0.9996003,2.751205,2.751205,1,1,3.062418,0.02287722
