Color,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
Black,-0.08796848,-0.04838924,0.9949473,0.04621898,-0.01440433,0.9988275,2.47197,2.47197,1,1,2.039251,0.02426887
Black,-0.08833229,-0.05098877,0.9947852,0.04562394,-0.01515203,0.9988438,2.477524,2.477524,1,1,2.098741,0.05948997
Black,-0.08804101,-0.05149287,0.994785,0.03457693,-0.04776073,0.9982602,2.486115,2.486115,1,1,2.118926,0.02018476
Black,-0.08732423,-0.05164815,0.9948401,0.03831512,-0.04917947,0.9980548,2.494598,2.494598,1,1,2.148051,0.02912521
Black,-0.08675893,-0.05244014,0.9948482,0.03999369,-0.04995779,0.9979503,2.486084,2.486084,1,1,2.171088,0.02303696
Black,-0.08650125,-0.05309784,0.9948357,0.02743542,-0.08999673,0.9955641,2.490463,2.490463,1,1,2.192629,0.02154064
Black,-0.0863438,-0.05385148,0.9948089,0.02882393,-0.07777426,0.9965543,3.358185,3.358185,0.9427961,0,2.216133,0.02350378
Black,-0.08603814,-0.05418329,0.9948174,0,0,1,-1,-1,0.2576791,0,2.237429,0.0212965
Black,-0.08602616,-0.05494466,0.9947767,0,0,1,-1,-1,0.05762202,0,2.259948,0.02251935
Black,-0.08627605,-0.05564472,0.994716,0,0,1,-1,-1,0.12642,0,2.284137,0.02418876
Black,-0.08647654,-0.05626686,0.9946637,0,0,1,-1,-1,0.3210541,0,2.30577,0.02163267
Black,-0.08676191,-0.05639705,0.9946315,0,0,1,2.01416,2.01416,0.6026859,0,2.327351,0.0215807
Black,-0.08701139,-0.05636623,0.9946114,0,0,1,2.623566,2.623566,0.9334038,0,2.34907,0.02171969
Black,-0.08738844,-0.05618223,0.9945888,0.02211006,-0.04304519,0.9988285,2.526291,2.526291,1,1,2.370925,0.0218544
Black,-0.08789108,-0.0564284,0.9945306,0.02191196,-0.03503473,0.9991459,2.579895,2.579895,1,1,2.393126,0.0222013
Black,-0.08782692,-0.05665394,0.9945234,-0.211032,-0.4736548,0.8550536,2.561127,2.561127,1,1,2.415599,0.0224731
Black,-0.08823285,-0.05703124,0.9944659,-0.09088179,-0.2904983,0.9525499,2.561005,2.561005,1,1,2.437589,0.02198982
Black,-0.08808003,-0.05728076,0.9944651,0.03581284,0.01365679,0.9992652,2.546234,2.546234,1,1,2.459733,0.02214408
Black,-0.08808247,-0.05754213,0.9944498,0.03564481,0.01333629,0.9992756,2.566406,2.566406,1,1,2.483601,0.02386761
Black,-0.08772693,-0.0570311,0.9945107,0.03529364,0.01242068,0.9992998,2.582016,2.582016,1,1,2.505105,0.02150464
Black,-0.08772204,-0.05677222,0.9945258,0.03508023,0.01252756,0.999306,2.576691,2.576691,1,1,2.529319,0.02421403
Black,-0.08794434,-0.05619145,0.9945393,0.026703,-0.01391608,0.9995465,2.578995,2.578995,1,1,2.552385,0.02306604
Black,-0.08831879,-0.05594756,0.9945198,0.03155547,-0.0143434,0.9993991,2.600693,2.600693,1,1,2.575601,0.02321553
Black,-0.0887323,-0.05622132,0.9944676,0.03083846,-0.01736475,0.9993736,2.612671,2.612671,1,1,2.596158,0.02055693
Black,-0.08896238,-0.05625893,0.9944449,0.03042607,-0.0187836,0.9993605,2.636917,2.636917,1,1,2.618963,0.02280474
Black,-0.08895492,-0.05564501,0.99448,0.03201314,-0.01745617,0.999335,2.640594,2.640594,1,1,2.64035,0.02138758
Black,-0.08920838,-0.05538928,0.9944716,0.04203814,0.01814277,0.9989513,2.662079,2.662079,1,1,2.660704,0.02035403
Black,-0.08894293,-0.05605686,0.9944581,0.03788775,0.01422126,0.9991808,2.694916,2.694916,1,1,2.681617,0.02091312
Black,-0.08888915,-0.05648167,0.9944388,0.04371675,0.01734937,0.9988933,2.706879,2.706879,1,1,2.704329,0.02271199
Black,-0.08836267,-0.05637324,0.9944919,0.04658537,0.01400766,0.9988161,2.731293,2.731293,1,1,2.725766,0.02143669
Black,-0.08827075,-0.05539036,0.9945553,0.04124514,0.01135271,0.9990846,2.750916,2.750916,1,1,2.748564,0.02279782
Black,-0.08790205,-0.05560234,0.9945761,0.03584338,0.01351947,0.999266,2.765045,2.765045,1,1,2.770814,0.02225041
Black,-0.08773519,-0.05663771,0.9945324,0.03906304,0.01115433,0.9991745,2.784485,2.784485,1,1,2.793263,0.02244854
Black,-0.08724304,-0.05797067,0.9944989,0.03480553,0.01820385,0.9992283,2.769516,2.769516,1,1,2.815771,0.02250814
Black,-0.08589032,-0.0583005,0.9945974,0.03306626,0.002700844,0.9994495,2.763626,2.763626,1,1,2.837523,0.02175212
Black,-0.0834732,-0.06008592,0.9946969,0.03460705,0.003982557,0.999393,2.761368,2.761368,1,1,2.858521,0.020998
Black,-0.08029443,-0.06304767,0.9947753,0.02842735,0.0002136247,0.9995958,2.780212,2.780212,1,1,2.881399,0.02287769
Black,-0.07826063,-0.06307611,0.9949356,0.03248612,0.01116949,0.9994098,2.784775,2.784775,1,1,2.90349,0.02209091
Black,-0.07763892,-0.06171507,0.9950695,0.03742998,0.01327521,0.9992111,2.760437,2.760437,1,1,2.926369,0.02287936
Black,-0.07709846,-0.06081698,0.9951669,-0.01585403,-0.1599747,0.9869938,2.757187,2.757187,1,1,2.948037,0.0216682
Black,-0.07693475,-0.06149526,0.9951379,-0.05163616,-0.2216967,0.9737475,2.745819,2.745819,1,1,2.970988,0.02295041
Black,-0.07841229,-0.06246801,0.994962,-0.05049189,-0.2383144,0.9698746,2.735809,2.735809,1,1,2.99305,0.02206254
Black,-0.07892326,-0.06271242,0.9949061,-0.0544588,-0.251664,0.9662812,2.734955,2.734955,1,1,3.014995,0.02194524
Black,-0.07907597,-0.06267215,0.9948965,0.05995274,-0.03314262,0.9976509,2.731567,2.731567,1,1,3.037372,0.02237701
Black,-0.0799832,-0.06162292,0.9948896,-0.03048757,-0.2057225,0.9781353,2.732849,2.732849,1,1,3.059969,0.02259707
Black,-0.08114028,-0.06102185,0.9948329,0.005844169,-0.0941781,0.9955382,2.729568,2.729568,1,1,3.080853,0.0208838
Black,-0.08185263,-0.06132836,0.9947557,-0.02168288,-0.1882642,0.9818791,2.731918,2.731918,1,1,3.103512,0.02265835
Black,-0.08239034,-0.06113786,0.9947231,-0.02574192,-0.1969021,0.9800852,2.734436,2.734436,1,1,3.128412,0.02489996
Black,-0.08235844,-0.06037234,0.9947724,0.004653978,-0.1168072,0.9931437,2.738205,2.738205,1,1,3.149305,0.02089334
Black,-0.08219294,-0.06161072,0.9947103,-0.03263892,-0.2088036,0.9774128,2.744064,2.744064,1,1,3.171433,0.02212787
Black,-0.08174098,-0.06275525,0.9946759,0.06634565,0.01925672,0.9976109,2.758881,2.758881,1,1,3.194844,0.02341127
Black,-0.08103158,-0.06376498,0.9946697,-0.02499417,-0.1988242,0.9797164,2.773666,2.773666,1,1,3.215593,0.02074933
Black,-0.0802349,-0.06452261,0.9946855,0.05825893,-0.03811703,0.9975736,2.775879,2.775879,1,1,3.237259,0.02166557
Black,-0.0797356,-0.06475784,0.9947104,-0.02900715,-0.21071,0.9771182,2.776062,2.776062,1,1,3.259957,0.02269793
Black,-0.07946323,-0.06508315,0.9947109,-0.03059417,-0.2135641,0.9764498,2.773544,2.773544,1,1,3.281646,0.02168965
Black,-0.07896002,-0.06600522,0.9946902,0.06889419,-0.02999911,0.9971728,2.770798,2.770798,1,1,3.304237,0.02259064
Black,-0.07869307,-0.06672476,0.9946634,0.06865013,-0.0289768,0.9972199,2.765472,2.765472,1,1,3.325922,0.02168512
Black,-0.07864273,-0.0663894,0.9946898,0.05964724,-0.03926128,0.9974471,2.761139,2.761139,1,1,3.348523,0.02260113
Black,-0.07862316,-0.06562462,0.9947422,-0.03169286,-0.201754,0.9789233,2.761124,2.761124,1,1,3.371162,0.02263904
Black,-0.07891195,-0.06517655,0.9947487,-0.03244034,-0.2018137,0.9788865,2.764847,2.764847,1,1,3.392421,0.02125859
Black,-0.07921192,-0.06495325,0.9947394,-0.03233377,-0.2021661,0.9788173,2.792328,2.792328,1,1,3.414994,0.02257347
Black,-0.07929065,-0.06457375,0.9947579,0.05616777,-0.03837597,0.9976836,2.792206,2.792206,1,1,3.436639,0.02164435
Black,-0.07938166,-0.06401811,0.9947865,0.05639677,-0.04216025,0.9975179,2.796921,2.796921,1,1,3.459035,0.02239609
Black,-0.07895707,-0.06299855,0.9948854,0.05827344,-0.0422059,0.9974081,2.815048,2.815048,1,1,3.480852,0.02181697
Black,-0.07865416,-0.06192312,0.9949769,0.05928097,-0.04313702,0.9973089,2.815262,2.815262,1,1,3.504164,0.02331161
Black,-0.07825891,-0.06114121,0.9950564,0.059327,-0.04605167,0.9971758,2.821579,2.821579,1,1,3.528264,0.02410078
Black,-0.07867253,-0.06087821,0.99504,0.02934274,0.00694277,0.9995453,2.821854,2.821854,1,1,3.549595,0.02133107
Black,-0.07892708,-0.06103359,0.9950103,0.02775583,0.008773834,0.9995762,2.82251,2.82251,1,1,3.573442,0.0238471
Black,-0.07868741,-0.06094453,0.9950347,0.02743541,0.009689368,0.9995766,2.822083,2.822083,1,1,3.593956,0.0205133
Black,-0.07810174,-0.06087186,0.9950852,0.02722188,0.008239808,0.9995955,2.837769,2.837769,1,1,3.615045,0.02108955
Black,-0.07792398,-0.06095484,0.9950941,0.0530097,-0.04875244,0.9974032,2.850479,2.850479,1,1,3.636902,0.02185631
Black,-0.07751787,-0.06058392,0.9951485,0.05384884,-0.04849295,0.997371,2.855743,2.855743,1,1,3.658917,0.02201557
Black,-0.07735268,-0.06038781,0.9951733,0.05871626,-0.05361979,0.9968337,2.86322,2.86322,1,1,3.681289,0.02237201
Black,-0.07739282,-0.060371,0.9951712,0.05920449,-0.05423009,0.9967718,2.863083,2.863083,1,1,3.703625,0.02233624
Black,-0.07748155,-0.06063933,0.9951479,0.05909759,-0.05548124,0.9967092,2.875488,2.875488,1,1,3.725512,0.02188635
Black,-0.07740931,-0.061235,0.9951171,0.05256711,-0.05453552,0.9971271,2.876312,2.876312,1,1,3.747329,0.02181768
Black,-0.0771568,-0.06142477,0.9951251,0.05307085,-0.05426105,0.9971154,2.883972,2.883972,1,1,3.77051,0.02318072
Black,-0.07705984,-0.06101758,0.9951576,0.05305506,-0.05638149,0.9969987,2.883377,2.883377,1,1,3.792449,0.02193856
Black,-0.07713006,-0.06080935,0.9951649,0.04597542,-0.06381322,0.9969022,2.883545,2.883545,1,1,3.814738,0.0222888
Black,-0.07725197,-0.06065205,0.9951651,0.0521398,-0.05212454,0.9972786,2.890488,2.890488,1,1,3.837332,0.02259493
Black,-0.07712819,-0.0607052,0.9951714,0.04208428,-0.06828395,0.9967779,2.909943,2.909943,1,1,3.858563,0.02123046
Black,-0.07741884,-0.06034813,0.9951705,0.03778123,-0.06813134,0.9969607,2.930908,2.930908,1,1,3.880962,0.02239871
Black,-0.07738498,-0.06033573,0.9951739,0.04039039,-0.06643739,0.9969728,2.940094,2.940094,1,1,3.903611,0.02264953
Black,-0.07742615,-0.0601544,0.9951817,0.04155016,-0.06683426,0.9968985,2.948959,2.948959,1,1,3.926109,0.02249789
Black,-0.07757669,-0.06002939,0.9951776,0.04252632,-0.06497204,0.9969805,2.955536,2.955536,1,1,3.947937,0.02182746
Black,-0.07775735,-0.05956516,0.9951913,0.03437848,-0.07392976,0.9966707,2.968124,2.968124,1,1,3.971195,0.02325869
Black,-0.07767117,-0.0593771,0.9952093,0.03411908,-0.07527254,0.9965791,2.978027,2.978027,1,1,3.992247,0.02105141
Black,-0.07779476,-0.05939732,0.9951985,0.03266951,-0.07629499,0.9965499,2.977951,2.977951,1,1,4.01397,0.02172375
Green,-0.0777571,-0.05927536,0.9952087,0.03962764,-0.07122904,0.9966725,2.980743,2.980743,1,1,4.037478,0.02350807
Green,-0.07719537,-0.05929411,0.9952512,0.03753685,-0.07309005,0.9966187,2.980484,2.980484,1,1,4.092665,0.05518627
Green,-0.07729192,-0.05880939,0.9952726,0.03486637,-0.07426461,0.9966289,2.972397,2.972397,1,1,4.117695,0.02503014
Green,-0.0772675,-0.05863081,0.995285,0.03804047,-0.07025203,0.9968037,2.981369,2.981369,1,1,4.148078,0.03038311
Green,-0.0771801,-0.05892431,0.9952744,0.04443382,-0.06362948,0.9969839,2.981354,2.981354,1,1,4.169862,0.02178431
Green,-0.07714212,-0.05885035,0.9952818,0.04904203,-0.1093909,0.9927883,2.890045,2.890045,1,1,4.19238,0.02251816
Green,-0.07725781,-0.0588111,0.9952751,0.03907826,-0.06099017,0.997373,2.918747,2.918747,1,1,4.21522,0.02283955
Green,-0.07689571,-0.05873092,0.9953079,0.03701789,-0.06268322,0.9973468,2.894531,2.894531,1,1,4.236408,0.02118778
Green,-0.07672834,-0.05830629,0.9953458,0.03486637,-0.06439215,0.9973154,2.94191,2.94191,1,1,4.259068,0.02265978
